"hsn_sc_code","hsn_sc_desc"
"9201    ","PIANOS, INCLUDING AUTOMATIC PIANOS; HARPSI-CHORDS AND OTHER KEYBOARD STRINGED INSTRUMENTS"
"92011000","Upright pianos"
"92012000","Grand pianos"
"92019000","Other"
"9202    ","OTHER STRING MUSICAL INSTRUMENTS (FOR EXAMPLE, GUITARS, VIOLINS, HARPS)"
"92021000","Played with a bow"
"92029000","Other"
"9205    ","WIND MUSICAL INSTRUMENTS (FOR EXAMPLE, KEYBOARD PIPE ORGANS, ACCORDIONS, CLARINETS, TRUMPETS, BAGPIPES) OTHER THAN FAIRGROUND ORGANS AND MECHANICAL STREET ORGANS"
"92051000","Brass-wind instruments"
"920590  ","Other:"
"92059010","Flutes"
"92059020","Clarinets"
"92059090","Other"
"92060000","Percussion musical instruments (for example, drums, xylophones, cymbols, castanets, maracas)"
"9207    ","MUSICAL INSTRUMENTS, THE SOUND OF WHICH IS PRODUCED, OR MUST BE AMPLIFIED, ELECTRICALLY (FOR EXAMPLE, ORGANS, GUITARS, ACCORDIONS)"
"92071000","Keyboard instruments, other than accordions"
"92079000","Other"
"9208    ","MUSICAL BOXES, FAIRGROUND ORGANS, MECHANICAL STREET ORGANS, MECHANICAL SINGING BIRDS, MUSICAL SAWS AND OTHER MUSICAL INSTRUMENTS NOT FALLING WITHIN ANY OTHER HEADING OF THIS CHAPTER; DECOY CALLS OF ALL KINDS; WHISTLES, CALL HORNS AND OTHER MOUTH-BLOW"
"92081000","Musical boxes"
"92089000","Other"
"9209    ","PARTS (FOR EXAMPLE, MECHANISMS FOR MUSICAL BOXES) AND ACCESSORIES (FOR EXAMPLE, CARDS, DISCS AND ROLLS FOR MECHANICAL INSTRUMENTS) OF MUSICAL INSTRUMENTS; METRONOMES, TUNING FORKS AND PITCH PIPES OF ALL KINDS"
"92093000","Musical instrument strings"
"92099100","Parts and accessories for pianos"
"92099200","Parts and accessories for the musical instruments of heading 9202"
"92099400","Parts and accessories for the musical instruments of heading 9207"
"92099900","Other"
"9301    ","MILITARY WEAPONS, OTHER THAN REVOLVERS, PISTOLS AND THE ARMS OF HEADING 9307"
"930110  ","Artillery weapons (for example, guns, howitzers and mortars):"
"93011100","Self-propelled"
"93011900","Other"
"93012000","Rocket launchers; flame throwers; grenade lanchers; torpedo tubes and similar projectors"
"93019000","Other"
"93020000","Revolvers and Pistols, other than those of heading 9303 or 9304"
"9303    ","OTHER FIREARMS AND SIMILAR DEVICES WHICH OPERATE BY THE FIRING OF AN EXPLOSIVE CHARGE (FOR EXAMPLE, SPORTING SHORTGUNS AND RIFLES, MUZZLE-LOADING FIREARMS, VERY PISTOLS AND OTHER DEVICES DESIGNED TO PROJECT ONLY SIGNAL FLARES, PISTOLS AND REVOLVERS F"
"93031000","Muzzle-loading firearms"
"93032000","Other sporting hunting or target-shooting shotguns, including combination shotgun-rifles"
"93033000","Other sporting, hunting or target-shooting rifles"
"93039000","Other"
"93040000","Other Arms (for example, spring, air  or gas guns and pistols,truncheons), excluding those ofheading 9307"
"9305    ","PARTS AND ACCESSORIES OF ARTICLES OF HEADINGS 9301 TO 9304"
"93051000","Of revolvers or pistols"
"930520  ","Of shotguns or rifles of heading 9303:"
"93052010","Shotgun barrels"
"93052090","Other"
"93059100","Of military weapons of heading 9301"
"93059900","Other"
"9306    ","BOMBS, GRENADES, TORPEDOES, MINES, MISSILES AND SIMILAR MUNITIONS OF WAR AND PARTS THEREOF; CARTRIDGES AND OTHER AMMUNITION AND PROJECTILES AND PARTS THEREOF, INCLUDING SHOT AND CARTRIDGE WADS"
"93062100","Cartridges"
"93062900","Other"
"93063000","Other Cartridges and parts thereof"
"93069000","Other"
"93070000","SWORDS, CUT LASSES, BAYONETS, LANCES AND SIMILAR ARMS AND PARTS THEREOF AND SCABBARDS AND SHEATHS THEREOF"
"9401    ","SEATS (OTHER THAN THOSE OF HEADING 9402), WHETHER OR NOT CONVERTIBLE INTO BEDS, AND PARTS THEREOF"
"94011000","Seats of a kind used for aircraft"
"94012000","Seats of a kind used for motor vehicles"
"94013000","Swivel Seats and variable height adjustment"
"94014000","Seats other than garden seats or camping equipment, convertible into beds"
"94015100","Of bamboo or rattan"
"94015900","Other"
"94016100","Upholstered"
"94016900","Other"
"94017100","Upholstered"
"94017900","Other"
"94018000","Other Seats"
"94019000","Parts"
"9402    ","MEDICAL, SURGICAL, DENTAL OR VETERINARY FURNITURE (FOR EXAMPLE, OPERATING TABLES, EXAMINATION TABLES, HOSPITAL BEDS WITH MECHANICAL FITTINGS, DENTISTS' CHAIRS); BARBERS' CHAIRS AND SIMILAR CHAIRS, HAVING ROTATING AS WELL AS BOTH RECLINING AND ELEVATI"
"940210  ","Dentists', barbers' or similar chairs and parts thereof:"
"94021010","Dentists' chairs and parts thereof"
"94021090","Other"
"940290  ","Other:"
"94029010","Hospital beds with mechanical fittings"
"94029020","Parts"
"94029090","Other"
"9403    ","OTHER FURNITURE AND PARTS THEREOF"
"940310  ","Metal furniture of a kind used in offices:"
"94031010","Of Steel"
"94031090","Other"
"940320  ","Other metal furniture:"
"94032010","Of Steel"
"94032090","Other"
"940330  ","Wooden furniture of a kind used in offices:"
"94033010","Cabinetware"
"94033090","Other"
"94034000","Wooden furniture of a kind used in the kitchen"
"940350  ","Wooden furniture of a kind used in the bed room:"
"94035010","Bed stead"
"94035090","Other"
"94036000","Other wooden furniture"
"94037000","Furniture of plastics"
"94038100","Of bamboo or rattan"
"94038900","Other"
"94039000","Parts"
"9404    ","MATTRESS SUPPORTS; ARTICLES OF BEDDING AND SIMILAR FURNISHING (FOR EXAMPLE, MATTRESSES, QUILTS, EIDERDOWNS, CUSHIONS, POUFFES AND PILLOWS) FITTED WITH SPRINGS OR STUFFED OR INTERNALLY FITTED WITH ANY MATERIAL OR OF CELLULAR RUBBER OR PLASTICS, WHETHE"
"94041000","Mattress supports"
"940421  ","Of cellular rubber or plastics, whether or not covered:"
"94042110","Of Rubber"
"94042190","Of Plastic"
"940429  ","Of other materials:"
"94042910","Spring interior"
"94042990","Other"
"940430  ","Sleeping bags:"
"94043010","Filled with feathers or down"
"94043090","Other"
"940490  ","Other:"
"94049011","Filled with feathers or down"
"94049019","Other"
"94049091","Filled with feathers or down"
"94049099","Other"
"9405    ","LAMPS AND LIGHTING FITTINGS INCLUDING SEARCHLIGHTS AND SPOTLIGHTS AND PARTS THEREOF, NOT ELSEWHERE SPECIFIED OR INCLUDED; ILLUMINATED SIGNS, ILLUMINATED NAME-PLATES AND THE LIKE, HAVING A PERMANENTLY FIXED LIGHT SOURCE, AND PARTS THEREOF NOT ELSEWHER"
"940510  ","Chandeliers and other electric ceiling or wall lighting fittings, excluding those of a kind used for lighting public open spaces or thorough fares:"
"94051010","Hanging lamps, complete fittings"
"94051020","Wall lamps"
"94051090","Other"
"940520  ","Electric table, desk, bedside or floor-standing lamps:"
"94052010","Table lamps, complete fittings"
"94052090","Other"
"94053000","Lighting sets of a kind used for Christmas trees"
"940540  ","Other electric lamps and Lighting fittings:"
"94054010","Searchlights and sportlights"
"94054090","Other"
"940550  ","Non electrical lamps and Lighting fittings:"
"94055010","Hurricane lanterns"
"94055020","Miner's safety lamps"
"94055031","Kerosene pressure lanterns"
"94055039","Other"
"94055040","Solar lanterns or lamps"
"94055051","Metal"
"94055059","Other"
"940560  ","Illuminated signs, illuminated name-plates and the like:"
"94056010","Of Plastic"
"94056090","Of other materials"
"94059100","Of glass"
"94059200","Of plastics"
"94059900","Other"
"9406    ","PREFABRICATED BUILDINGS"
"940600  ","Prefabricated building: Green houses:"
"94060011","Green house - in ready to assemble sets"
"94060019","Other"
"94060091","Prefabricated housing material"
"94060092","Prefabricated construction for cold storage"
"94060093","Silos for storing ensilage"
"94060099","Other"
"9503    ","TRICYCLES, SCOOTERS, PEDAL CARS AND SIMILAR WHEELED TOYS; DOLLS' CARRIAGES; DOLLS; OTHER  TOYS; REDUCED-SIZE (SCALE) MODELS AND SIMILAR RECREATIONAL MODELS, WORKING OR NOT; PUZZLES OF ALL KINDS."
"950300  ","Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and   similar recreational models, working or not; puzzles of all kinds."
"95030010","Of wood"
"95030020","Of metal"
"95030030","Of plastics"
"95030090","Other"
"9504    ","VIDEO GAME CONSOLES AND MACHINES, ARTICLES FOR FUNFAIR, TABLE OR PARLOUR GAMES, INCLUDING PINTABLES, BILLIARDS, SPECIAL TABLES FOR CASINO GAMES AND AUTOMATIC BOWLING ALLEY EQUIPMENT"
"95042000","Articles and accessories for billiards of all kinds"
"95043000","Other games, operated by coins, bank notes, bank cards, tokens or by other means of payment, other than bowling alley equipment."
"95044000","Playing cards"
"95045000","Video game consoles and machines, other than those of sub-heading 9504 30"
"950490  ","Other:"
"95049010","Chess set, all types"
"95049020","Carom Board, with or without coins and strikers"
"95049090","Other"
"9505    ","FESTIVE, CARNIVAL OR OTHER ENTERTAINMENT ARTICLES, INCLUDING CONJURING TRICKS AND NOVELTY JOKES"
"95051000","Articles for Christmas festivities"
"950590  ","Other:"
"95059010","Magical equipments"
"95059090","Other"
"9506    ","ARTICLES AND EQUIPMENT FOR GENERAL PHYSICAL EXERCISE, GYMNASTICS, ATHLETICS, OTHER SPORTS (INCLUDING TABLE-TENNIS) OR OUT-DOOR GAMES, NOT SPECIFIED OR INCLUDED ELSEWHERE IN THIS CHAPTER; SWIMMING POOLS AND PADDLING POOLS"
"95061100","Skis"
"95061200","Ski-fastenings (ski-bindings)"
"95061900","Other"
"95062100","Sailboards"
"95062900","Other"
"95063100","Clubs, complete"
"95063200","Balls"
"95063900","Other"
"95064000","Articles and equipment for table-tennis"
"95065100","Lawn-tennis rackets, whether or not strung"
"950659  ","Other:"
"95065910","Squash or racketball badminton rackets, whether or not strung"
"95065990","Other"
"95066100","Lawn-tennis balls"
"950662  ","Inflatable:"
"95066210","Football"
"95066220","Volley ball"
"95066230","Basket ball"
"95066290","Other"
"950669  ","Other:"
"95066910","Hockey ball"
"95066920","Cricket ball"
"95066930","Golf ball"
"95066940","Rugby ball"
"95066990","Other"
"95067000","Ice skates and roller skates, including skating boots with skates attached"
"950691  ","Articles and equipment for general physical exercise, gymnastics or athletics:"
"95069110","Boxing equipment"
"95069190","Other"
"950699  ","Other:"
"95069910","Badminton shuttle cocks"
"95069920","Leg pads and bats for Cricket"
"95069930","Shoulder pads for Football"
"95069940","Hockey sticks and blades"
"95069950","Polo sticks including blades, shafts and heads"
"95069960","Sports net"
"95069970","Tennis and badminton racket pressures"
"95069980","Shin-guards and elbow or shoulders pads excluding those for football; waist, thigh and hip protective equipment"
"95069990","Other"
"9507    ","FISHING RODS, FISH-HOOKS AND OTHER LINE FISHING TACKLE; FISH LANDING NETS, BUTTERFLY NETS AND SIMILAR NETS; DECOY “BIRDS” (OTHER THAN THOSE OF HEADING 9208 OR 9705) AND SIMILAR HUNTING OR SHOOTING REQUISITES"
"95071000","Fishing rods"
"95072000","Fish-hooks, whether or not snelled"
"95073000","Fishing reels"
"950790  ","Other:"
"95079010","Fish landing and butterfly nets"
"95079090","Other"
"9508    ","ROUNDABOUTS, SWINGS, SHOOTING GALLERIES AND OTHER FAIRGROUND AMUSEMENTS; TRAVELING CIRCUSES, TRAVELING MENAGERIES AND TRAVELING THEATRES"
"95081000","Travelling circuses and travelling menageries"
"95089000","Other"
"9601    ","WORKED IVORY, BONE, TORTOISE-SHELL, HORN, ANTLERS, CORAL, MOTHER-OF-PEARL AND OTHER ANIMAL CARVING MATERIAL, AND ARTICLES OF THESE MATERIALS (INCLUDING ARTICLES OBTAINED BY MOULDING)"
"96011000","Worked ivory and articles of ivory"
"960190  ","Other:"
"96019010","Worked tortoise-shell and articles thereof"
"96019020","Worked mother-of-pearl and articles thereof"
"96019030","Worked bone (excluding whale bone) and articles thereof"
"96019040","Worked horn, coral and other animal carving material and articles thereof"
"96019090","Other"
"9602    ","WORKED VEGETABLE OR MINERAL CARVING MATERIAL AND ARTICLES OF THESE MATERIALS MOULDED OR CARVED ARTICLES OF WAX, OF STEARIN, OF NATURAL GUMS OR NATURAL RESINS OR OF MODELLING PASTES, AND OTHER MOULDED OR CARVED ARTICLES, NOT ELSEWHERE SPECIFIED OR INL"
"960200  ","Worked vegetable or mineral carving material and articles of these materials moulded or carved articles of wax, of stearin, of natural gums or natural resins or of modelling pastes, and other moulded or carved articles, not elsewhere specified or inc"
"96020010","Worked vegetable carving material and articles thereof"
"96020020","Moulded or carved articles of wax, stearin, natural gums and resins and other moulded or carved articles"
"96020030","Gelatin capsules, empty"
"96020040","Other articles of unhardened gelatin"
"96020090","Other"
"9603    ","BROOMS, BRUSHES (INCLUDING BRUSHES CONSTITUTING PARTS OF MACHINES, APPLIANCES OR VEHICLES), HAND-OPERATED MECHANICAL FLOOR SWEEPERS, NOT MOTORISED, MOPS AND FEATHER DUSTERS; PREPARED KNOTS AND TUFTS FOR BROOM OR BRUSH MAKING; PAINT PADS AND ROLLERS; "
"96031000","Brooms and brushes, consisting of twigs or other vegetable materials, bound together, with or without handles"
"96032100","Tooth brushes, including dental-plate brushes"
"96032900","Other"
"960330  ","Artists' brushes, writing brushes and similar brushes for the application of cosmetics:"
"96033010","Artist brushes"
"96033020","Brushes for the application of cosmetics"
"96033090","Other"
"960340  ","Paint, distemper, varnish or similar brushes (other than brushes of sub-heading 9603 30); paint pads and rollers:"
"96034010","Paint, distemper, varnish or similar brushes (other than brushes of sub-heading 9603 30)"
"96034020","Paint pads and rollers"
"96035000","Other brushes constituting parts of machines, appliances or vehicles"
"96039000","Other"
"96040000","Hand sieves and hand riddles"
"9605    ","TRAVEL SETS FOR PERSONAL TOILET, SEWING OR SHOE OR CLOTHES CLEANING"
"960500  ","Travel sets for personal toilet, sewing or shoe or clothes cleaning:"
"96050010","For personal toilet"
"96050090","Other"
"9606    ","BUTTONS, PRESS-FASTENERS, SNAP-FASTENERS AND PRESS-STUDS, BUTTON MOULDS AND OTHER PARTS OF THESE ARTICLES; BUTTON BLANKS"
"960610  ","Press-fasteners, snap-fasteners and press-studs and parts thereof:"
"96061010","Press-fasteners, snap-fasteners and press-studs"
"96061020","Parts"
"96062100","Of plastics, not covered with textile material"
"96062200","Of base metals, not covered with textile material"
"960629  ","Other:"
"96062910","Button of coconut shell or wood"
"96062990","Other"
"960630  ","Button moulds and other parts of buttons; button blanks:"
"96063010","Button blanks"
"96063090","Other"
"9607    ","SLIDE FASTENERS AND PARTS THEREOF"
"960711  ","Fitted with chain scoops of base metal:"
"96071110","Zip fasteners"
"96071190","Other"
"960719  ","Other:"
"96071910","Zip fasteners"
"96071990","Other"
"96072000","Parts"
"9608    ","BALL POINT PENS; FELT TIPPED AND OTHER POROUS-TIPPED PENS AND MARKERS; FOUNTAIN PENS; STYLOGRAPH PENS AND OTHER PENS; DUPLICATING STYLOS; PROPELLING OR SLIDING PENCILS; PEN HOLDERS, PENCIL HOLDERS AND SIMILAR HOLDERS; PARTS (INCLUDING CAPS AND CLIPS)"
"960810  ","Ball point pens:"
"96081011","High value ball point pens (US $ 100 and above c.i.f. per unit)"
"96081012","Ball point pens with body or cap of precious metal or rolled precious metal"
"96081019","Other"
"96081091","High value ball point pens (US $ 100 and above c.i.f. per unit)"
"96081092","Ball point pens with body or cap of precious metal or rolled precious metal"
"96081099","Other"
"96082000","Felt tipped and other porous-tipped pens and markers"
"960830  ","Fountain pens, stylograph pens and other pens:"
"96083011","High value ball point pens (US $ 100 and above c.i.f. per unit)"
"96083012","With body or cap of precious metal or rolled precious metal"
"96083019","Other"
